update,seen_steps,sps,mean_step_reward,episodes_ended,ep_return_ema,ep_len_ema,term_wall,term_obstacle,term_friendly,term_enemy,term_timeout,shots_fired,shots_hit,shots_hit_friendly,shots_missed,shot_hit_rate,friendly_fire_rate,kl,entropy,pg_loss,v_loss,eval_mean,eval_std,eval_len,best_eval
365,373760,2990,0.140494,1,-51.088883,781.341047,0,0,0,0,1,47,3,0,44,0.063830,0.000000,0.003747,3.127239,-0.004286,31.859144,,,,121.683450
366,374784,2981,0.176947,0,-51.088883,781.341047,0,0,0,0,0,45,5,0,40,0.111111,0.000000,0.001122,3.124334,0.001805,34.046902,,,,121.683450
367,375808,2973,-0.284917,2,-54.698430,803.306942,0,0,0,0,2,46,1,2,43,0.021739,0.043478,0.001412,3.109136,0.000853,338.834291,,,,121.683450
368,376832,2964,-0.469602,0,-54.698430,803.306942,0,0,0,0,0,45,3,3,39,0.066667,0.066667,0.001120,3.112082,-0.001799,566.114759,,,,121.683450
369,377856,2955,-0.327287,4,-60.322313,815.401248,0,0,1,0,3,46,0,1,45,0.000000,0.021739,0.000903,3.116334,-0.000748,151.961627,,,,121.683450
370,378880,2947,-0.168353,0,-60.322313,815.401248,0,0,0,0,0,46,0,1,45,0.000000,0.021739,0.001283,3.116663,-0.000667,170.244320,-20.049730,50.462562,543.62,121.683450
371,379904,2738,-0.347468,0,-60.322313,815.401248,0,0,0,0,0,45,2,2,41,0.044444,0.044444,0.001365,3.100678,-0.000003,255.003186,,,,121.683450
372,380928,2732,-0.141837,1,-35.002446,833.961123,0,0,0,0,1,43,1,1,41,0.023256,0.023256,0.000570,3.111993,-0.000010,167.377462,,,,121.683450
373,381952,2725,-0.127023,1,-27.367648,850.665011,0,0,0,0,1,46,1,1,44,0.021739,0.021739,0.001523,3.142846,-0.000838,183.718631,,,,121.683450
374,382976,2718,-0.333738,0,-27.367648,850.665011,0,0,0,0,0,42,2,2,38,0.047619,0.047619,0.002066,3.115448,-0.001601,340.995627,,,,121.683450
375,384000,2712,-0.364701,2,-52.304128,865.698510,0,0,0,0,2,45,1,2,42,0.022222,0.044444,0.002122,3.130948,-0.001479,232.297102,,,,121.683450
376,385024,2706,-0.032420,2,-60.741378,804.428659,0,0,0,2,0,44,2,0,42,0.045455,0.000000,0.001284,3.131480,-0.000003,115.608457,,,,121.683450
377,386048,2699,-0.137706,4,-82.538829,824.085793,0,0,0,0,4,46,1,1,44,0.021739,0.021739,0.001825,3.137128,-0.000022,182.651028,,,,121.683450
378,387072,2693,0.097983,0,-82.538829,824.085793,0,0,0,0,0,45,3,0,42,0.066667,0.000000,0.004191,3.108052,-0.002790,25.308241,,,,121.683450
379,388096,2687,-0.989116,2,-102.237124,819.927214,0,0,0,1,1,45,2,5,38,0.044444,0.111111,0.001999,3.123686,0.000321,975.999508,,,,121.683450
380,389120,2681,-0.074161,1,-124.985845,750.334492,0,0,1,0,0,45,3,1,41,0.066667,0.022222,0.001319,3.117282,-0.000304,311.821029,-37.636518,32.378630,391.00,121.683450
381,390144,2558,0.092024,1,-123.861583,680.701043,0,1,0,0,0,47,3,0,44,0.063830,0.000000,0.003675,3.116399,0.000755,61.689867,,,,121.683450
382,391168,2553,-0.438699,2,-117.032621,647.480939,0,1,0,1,0,47,3,2,42,0.063830,0.042553,0.007483,3.123460,0.004373,449.755299,,,,121.683450
383,392192,2548,-0.686912,2,-96.256421,635.132845,0,1,0,0,1,45,0,3,42,0.000000,0.066667,0.000309,3.118782,0.000310,534.759592,,,,121.683450
384,393216,2543,-0.635874,5,-116.633150,652.799560,0,0,1,2,2,49,1,2,46,0.020408,0.040816,0.001783,3.137321,-0.002414,636.349878,,,,121.683450
385,394240,2538,-0.252705,0,-116.633150,652.799560,0,0,0,0,0,44,6,3,35,0.136364,0.068182,0.001098,3.128277,-0.000282,465.844927,,,,121.683450
386,395264,2533,-0.813394,0,-116.633150,652.799560,0,0,0,0,0,44,2,5,37,0.045455,0.113636,0.000660,3.129943,-0.000480,880.716255,,,,121.683450
387,396288,2528,-0.059497,2,-151.894720,656.219604,0,0,0,1,1,45,5,1,39,0.111111,0.022222,0.001594,3.136718,-0.001641,241.115480,,,,121.683450
388,397312,2523,-0.040167,0,-151.894720,656.219604,0,0,0,0,0,43,3,1,39,0.069767,0.023256,0.003242,3.132423,-0.004620,206.226188,,,,121.683450
389,398336,2518,-0.113660,1,-140.862845,690.697644,0,0,0,0,1,46,2,1,43,0.043478,0.021739,0.001575,3.132122,-0.001085,198.760005,,,,121.683450
390,399360,2513,-0.051566,0,-140.862845,690.697644,0,0,0,0,0,44,3,1,40,0.068182,0.022727,0.001219,3.133037,0.000771,198.978232,66.916675,129.668175,883.88,121.683450
